Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Telefax,Número de camas instaladas,Dependencia Patrimonial,Dependencia Funcional,Finalidad Asistencial,Observaciones,Concierto,Acreditación Docente,lat,lon
280035,HOSPITAL UNIVERSITARIO 12 DE OCTUBRE,MADRID,MADRID,Madrid,"AV. DE CÓRDOBA, S/N",28041,913908373.0,913908582.0,1196.0,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI,40.376679499999995,-3.6988633268413382
280029,HOSPITAL RAMÓN Y CAJAL,MADRID,MADRID,Madrid,"CTRA. DE COLMENAR VIEJO, KM. 9,1",28034,913368000.0,913580614.0,901.0,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI,40.4877872,-3.6936785
280014,HOSPITAL UNIVERSITARIO LA PAZ,MADRID,MADRID,Madrid,"Pº DE LA CASTELLANA, 261",28046,917277000.0,913584699.0,0.0,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI,40.48144225,-3.6872531870474865
281405,COMPLEJO HOSPITALARIO UNIVERSITARIO INFANTA LEONOR,MADRID,MADRID,Madrid,"GRAN VÍA DEL ESTE, 80",28031,911918000.0,911919077.0,361.0,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI,,
281393,CLÍNICA UNIVERSIDAD DE NAVARRA,MADRID,MADRID,Madrid,"MARQUESADO DE SANTA MARTA, 1",28027,913138400.0,,72.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,NO,NO,42.8058167,-1.6642959885309305
281270,HOSPITAL UNIVERSITARIO INFANTA LEONOR,MADRID,MADRID,Madrid,"GRAN VÍA DEL ESTE, 80",28031,911918000.0,911919077.0,0.0,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI,40.3860763,-3.6176656559357574
281247,VITAS NISA PARDO DE ARAVACA.,MADRID,MADRID,Madrid,"LA SALLE, 12",28023,915129000.0,913079510.0,98.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
281225,HOSPITAL UNIVERSITARIO MADRID SANCHINARRO,MADRID,MADRID,Madrid,"OÑA, 10",28050,917567800.0,917500133.0,198.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,SI,,
281214,HOSPITAL CENTRO DE CUIDADOS LAGUNA,MADRID,MADRID,Madrid,"CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN, 128",28047,915099137.0,914013649.0,47.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,OTROS MONOGRÁFICOS,,SI,NO,,
281179,HOSPITAL LA MORALEJA,MADRID,MADRID,Madrid,"AV. FRANCISCO PI Y MARGALL, 81",28050,917679100.0,917679344.0,126.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,SI,40.0684627,-6.6604617
281168,COMPLEJO UNIVERSITARIO LA PAZ,MADRID,MADRID,Madrid,"Pº DE LA CASTELLANA, 261",28046,917277000.0,913584699.0,1268.0,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI,,
281113,CENTRO ONCOLÓGICO MD ANDERSON INTERNATIONAL ESPAÑA,MADRID,MADRID,Madrid,GÓMEZ HEMANS. 2-4,28033,917878600.0,917680687.0,99.0,MINISTERIO DE DEFENSA,PRIVADO NO BENÉFICO,ONCOLÓGICO,,SI,NO,,
281087,CLINICA CEMTRO,MADRID,MADRID,Madrid,"AV. VENTISQUERO DE LA CONDESA, 42",28035,917355757.0,917355758.0,94.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,MÉDICO-QUIRÚRGICO,,NO,NO,40.49403635,-3.7169277940032397
281049,HOSPITAL UNIVERSITARIO MONCLOA,MADRID,MADRID,Madrid,"AV. VALLADOLID, 83",28008,915957392.0,915957077.0,235.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
281034,CLÍNICA ISADORA,MADRID,MADRID,Madrid,"PIRINEOS, 7",28040,913111000.0,913111659.0,19.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,MÉDICO-QUIRÚRGICO,,SI,NO,,
280954,HOSPITAL DE MADRID,MADRID,MADRID,Madrid,"PZA CONDE DEL VALLE DE SUCHILL, 16",28015,914476600.0,915941598.0,99.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO NO BENÉFICO,QUIRÚRGICO,,SI,SI,,
281416,CLÍNICA SAN VICENTE,MADRID,MADRID,Madrid,"AVDA. VENTISQUERO DE LA CONDESA, Nº46 4ªPLANTA",28035,916318212.0,917348731.0,45.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,REHABILITACIÓN PSICOFÍSICA,,SI,NO,,
280724,HOSPITAL CENTRAL DE LA DEFENSA GOMEZ ULLA,MADRID,MADRID,Madrid,"GLORIETA DEL EJÉRCITO, Nº 1",28047,914222000.0,914228201.0,475.0,MINISTERIO DE DEFENSA,MINISTERIO DE DEFENSA,GENERAL,,SI,SI,40.390138300000004,-3.74754307964808
280679,"SANATORIO ESQUERDO, S.A.",MADRID,MADRID,Madrid,"AV. DE LOS POBLADOS, 70",28044,917061100.0,917063521.0,115.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,NO,NO,,
280650,INSTITUTO DE INVESTIGACIONES NEUROPSIQUIÁTRICAS DR. LÓPEZ IBOR,MADRID,MADRID,Madrid,"DOCTOR JUAN JOSÉ LÓPEZ IBOR, 2",28035,913162740.0,913162844.0,67.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,NO,NO,,
280647,SANATORIO NEUROPSIQUIÁTRICO DOCTOR LEÓN,MADRID,MADRID,Madrid,"PZA MARIANO DE CAVIA, 3",28007,914332948.0,914334938.0,96.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,NO,NO,,
280626,HOSPITAL UNIVERSITARIO HM NUEVO BELEN,MADRID,MADRID,Madrid,"JOSÉ SILVA, 7",28043,917444100.0,914153305.0,60.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,MATERNAL,,NO,SI,,
280604,HOSPITAL UNIVERSITARIO LA ZARZUELA,MADRID,MADRID,Madrid,"PLÉYADES, 25 (ARAVACA)",28023,915858016.0,913572892.0,116.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,SI,,
280587,CLÍNICA LA MILAGROSA,MADRID,MADRID,Madrid,"MODESTO LAFUENTE, 14",28010,914472100.0,914473449.0,171.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,QUIRÚRGICO,,SI,NO,40.436998200000005,-3.6959394790546005
280565,HOSPITAL RUBER INTERNACIONAL,MADRID,MADRID,Madrid,"LA MASÓ, 38",28034,913875000.0,913875259.0,143.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,40.4891353,-3.7140078
280552,HOSPITAL RUBER JUAN BRAVO 49,MADRID,MADRID,Madrid,"JUAN BRAVO, 49",28006,910687999.0,914024617.0,163.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
280549,FUENSANTA S.L. (CLÍNICA FUENSANTA),MADRID,MADRID,Madrid,"ARTURO SORIA, 17",28027,914100200.0,914071512.0,30.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,QUIRÚRGICO,,SI,NO,,
280534,"CLÍNICA LA LUZ, S.L.",MADRID,MADRID,Madrid,"MAESTRO ÁNGEL LLORCA, 8",28003,914530200.0,914530425.0,180.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,MÉDICO-QUIRÚRGICO,,SI,NO,40.4441399,-3.713733268283735
280528,"HOSPITAL VIRGEN DE LA PALOMA, S.A.",MADRID,MADRID,Madrid,"LOMA, 1",28003,915348207.0,915532268.0,92.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,QUIRÚRGICO,,NO,NO,,
280474,HOSPITAL VITHAS NUESTRA SEÑORA DE AMÉRICA,MADRID,MADRID,Madrid,"ARTURO SORIA, 103",28043,902500112.0,914130974.0,100.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,40.4496238,-3.6522874022312006
280468,HOSPITAL RUBER JUAN BRAVO 39,MADRID,MADRID,Madrid,"JUAN BRAVO, 39",28006,910687777.0,913098223.0,70.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
280455,"HESTIA MADRID (CLÍNICA SEAR, S.A.)",MADRID,MADRID,Madrid,"CTRA. DE COLMENAR VIEJO, KM. 16",28049,917340500.0,917348734.0,250.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,SI,NO,,
280442,HOSPITAL VIRGEN DEL MAR,MADRID,MADRID,Madrid,"CALLE HONDURAS, Nº 14",28016,913539500.0,913451013.0,76.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,40.4593232,-3.678695195268791
280421,HOSPITAL UNIVERSITARIO FUNDACIÓN JIMÉNEZ DÍAZ,MADRID,MADRID,Madrid,"AV. DE LOS REYES CATÓLICOS, 2",28040,915504800.0,915443625.0,659.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,SI,,
280416,FUNDACIÓN INSTITUTO SAN JOSÉ,MADRID,MADRID,Madrid,"C\ PINAR DE SAN JOSÉ, 98",28054,915080140.0,915083760.0,259.0,OTRO PRIVADO BENÉFICO,PRIVADO-BENÉFICO (IGLESIA),GERIATRÍA Y/O LARGA ESTANCIA,,SI,NO,40.36313615,-3.773396371288738
280409,CLÍNICA NUESTRA SRA. DE LA PAZ,MADRID,MADRID,Madrid,"LÓPEZ DE HOYOS, 259",28043,914156000.0,915191509.0,99.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIÁTRICO,,SI,SI,36.4668448,-5.9277454
280395,CLÍNICA SAN MIGUEL,MADRID,MADRID,Madrid,"ARTURO SORIA, 204",28043,914135011.0,914135638.0,94.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIÁTRICO,,SI,NO,42.8191463,-1.620756392984834
280382,HOSPITAL SAN FRANCISCO DE ASÍS,MADRID,MADRID,Madrid,"JOAQUÍN COSTA, 28",28002,915617100.0,915643971.0,168.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),GENERAL,,SI,NO,,
280376,CLÍNICA SANTA ELENA,MADRID,MADRID,Madrid,"LA GRANJA, 8",28003,914539400.0,914539401.0,76.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),GENERAL,,SI,NO,40.4456818,-3.716825558930167
290115,CLÍNICA DE LA ENCARNACIÓN,ANDALUCÍA,MALAGA,Málaga,"FERNÁNDEZ DE ALARCÓN, 2",29007,952287766.0,952272473.0,105.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,36.719875099999996,-4.454131674311508
290416,COMUNIDAD TERAPÉUTICA SAN ANTONIO,ANDALUCÍA,MALAGA,Málaga,"EXTREMADURA, 8",29018,952201464.0,952201463.0,35.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,NO,NO,,
290017,HOSPITAL GENERAL DEL H.U.R. DE MÁLAGA,ANDALUCÍA,MALAGA,Málaga,"AVDA. CARLOS HAYA, S/N",29010,951030100.0,951030157.0,0.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI,,
290022,HOSPITAL VIRGEN DE LA VICTORIA,ANDALUCÍA,MALAGA,Málaga,"CAMPUS UNIVERSITARIO TEATINOS, S/N",29010,951032000.0,951032188.0,0.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI,,
290038,HOSPITAL CIVIL,ANDALUCÍA,MALAGA,Málaga,"PLAZA DEL HOSPITAL CIVIL, S/N",29009,951030300.0,951030302.0,0.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI,36.72789245,-4.432454070990566
290069,CENTRO ASISTENCIAL SAN JUAN DE DIOS,ANDALUCÍA,MALAGA,Málaga,"CTRA. CASABERMEJA, 126",29014,952250550.0,952255039.0,351.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIÁTRICO,,NO,NO,41.9994166,-4.554387660668667
290075,CENTRO ASISTENCIAL HNAS. HOSP. DEL SAGRADO CORAZÓN DE JESÚS,ANDALUCÍA,MALAGA,Málaga,"SAN JUAN BOSCO, 41",29014,952256150.0,952251823.0,321.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIÁTRICO,,NO,NO,,
290081,HOSPITAL VITHAS PARQUE SAN ANTONIO,ANDALUCÍA,MALAGA,Málaga,"AV. PINTOR JOAQUÍN SOROLLA, 2",29016,952211050.0,952211059.0,100.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,36.72278405,-4.397277908076109
290094,HOSPITAL EL ÁNGEL,ANDALUCÍA,MALAGA,Málaga,"CORREGIDOR NICOLÁS ISIDRO, 16",29007,952045000.0,952348144.0,138.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
290108,HOSPITAL DOCTOR GÁLVEZ,ANDALUCÍA,MALAGA,Málaga,"SAN AGUSTÍN, 1",29015,952224295.0,952211885.0,62.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,36.7209148,-4.41940843550202
290136,HOSPITAL PSIQUIÁTRICO SAN FRANCISCO DE ASÍS,ANDALUCÍA,MALAGA,Málaga,"AV. HERNÁN NÚÑEZ DE TOLEDO, 5",29018,952201464.0,952201463.0,150.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,NO,NO,,
290141,CLÍNICA NUESTRA SRA. DEL PILAR,ANDALUCÍA,MALAGA,Málaga,"Pº DE SANCHA, 15-17",29016,952217606.0,952217605.0,21.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
290449,HOSPITAL QUIRONSALUD MÁLAGA,ANDALUCÍA,MALAGA,Málaga,AV IMPERIO ARGENTINA 1,29004,952176016.0,952176120.0,132.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
290290,HOSPITAL  F.A.C. DOCTOR PASCUAL,ANDALUCÍA,MALAGA,Málaga,"AMARGURA, 31",29012,951019100.0,951019281.0,201.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,36.8628149,-5.6512128
290265,HOSPITAL MATERNO-INFANTIL DEL H.U.R. DE MÁLAGA,ANDALUCÍA,MALAGA,Málaga,"AVDA. ARROYO DE LOS ÁNGELES, S/N",29011,951030200.0,951030245.0,0.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,MATERNO-INFANTIL,,NO,SI,,
290252,HOSPITAL UNIVERSITARIO VIRGEN DE LA VICTORIA,ANDALUCÍA,MALAGA,Málaga,"CAMPUS UNIVERSITARIO TEATINOS, S/N",29010,951032000.0,951032188.0,657.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI,,
290234,HOSPITAL UNIVERSITARIO REGIONAL DE MÁLAGA,ANDALUCÍA,MALAGA,Málaga,"AVDA. CARLOS HAYA, S/N",29010,951030100.0,951030157.0,1049.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI,,
520018,HOSPITAL COMARCAL,MELILLA,MELILLA,Melilla,"CTRA. REMONTA, 2",52005,952698001.0,952698032.0,168.0,SEGURIDAD SOCIAL,INSTITUTO DE GESTIÓN SANITARIA-INGESA,GENERAL,,NO,SI,35.2863723,-2.947384295577102
300011,HOSPITAL CLÍNICO UNIVERSITARIO VIRGEN DE LA ARRIXACA,REGIÓN DE MURCIA,MURCIA,Murcia,"CARRETERA MADRID-CARTAGENA, S/N (EL PALMAR)",30120,968369500.0,968369776.0,920.0,SEGURIDAD SOCIAL,SERVICIO MURCIANO DE SALUD,GENERAL,,NO,SI,37.93215975,-1.1625427931490806
300026,HOSPITAL GENERAL UNIVERSITARIO REINA SOFÍA,REGIÓN DE MURCIA,MURCIA,Murcia,"AV. INTENDENTE JORGE PALACIOS, 1",30003,968359000.0,968359819.0,339.0,COMUNIDAD AUTÓNOMA,SERVICIO MURCIANO DE SALUD,GENERAL,,NO,SI,37.982881250000005,-1.1210399437685714
300050,HOSPITAL QUIRÓNSALUD MURCIA,REGIÓN DE MURCIA,MURCIA,Murcia,"MIGUEL HERNÁNDEZ, 12",30011,968365000.0,968250977.0,131.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
300079,HOSPITAL LA VEGA,REGIÓN DE MURCIA,MURCIA,Murcia,"ROMÁN ALBERCA, S/N",30008,968278100.0,968233116.0,123.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
300085,HOSPITAL MESA DEL CASTILLO,REGIÓN DE MURCIA,MURCIA,Murcia,"RONDA SUR, 20",30010,968246116.0,968234036.0,76.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,MÉDICO-QUIRÚRGICO,,SI,NO,37.9694704,-1.1280926534515434
300098,SANATORIO DOCTOR MUÑOZ S.L.,REGIÓN DE MURCIA,MURCIA,Murcia,"CTRA. CARTAGENA, 59",30120,968885550.0,868042968.0,50.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,NO,NO,,
300269,HOSPITAL GENERAL UNIVERSITARIO J.M. MORALES MESEGUER,REGIÓN DE MURCIA,MURCIA,Murcia,"AV. MARQUÉS DE LOS VÉLEZ, S/N",30008,968244200.0,968243895.0,394.0,SEGURIDAD SOCIAL,SERVICIO MURCIANO DE SALUD,GENERAL,,NO,SI,,
300275,HOSPITAL IBERMUTUAMUR-PATOLOGÍA LABORAL,REGIÓN DE MURCIA,MURCIA,Murcia,"ANTONIO ROCAMORA, 4. EDIFICIO IBERMUTUAMUR (ESPINARDO)",30100,968394000.0,968394014.0,26.0,MATEP,MATEP,TRAUMATOLOGÍA Y/O REHABILITACIÓN,,NO,NO,,
300317,CLÍNICA SAN FELIPE DEL MEDITERRÁNEO,REGIÓN DE MURCIA,MURCIA,Murcia,"FINCA EL MAYAYO, 16 (EL PALMAR)",30120,968889096.0,968889097.0,62.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,SI,NO,,
300032,HOSPITAL PSIQUIÁTRICO ROMAN ALBERCA,REGIÓN DE MURCIA,MURCIA,Murcia,"LORCA, 58  (EL PALMAR)",30120,968365800.0,968365801.0,96.0,COMUNIDAD AUTÓNOMA,SERVICIO MURCIANO DE SALUD,PSIQUIÁTRICO,,NO,SI,37.942654399999995,-1.1672759573070917
320163,CLINICA SANTA TERESA,GALICIA,OURENSE,Ourense,"SAENZ DIEZ, 11",32003,988371710.0,988372357.0,49.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,40.65949465,-4.686122414184396
320013,COMPLEXO HOSPITALARIO UNIVERSITARIO DE OURENSE,GALICIA,OURENSE,Ourense,"RAMON PUGA, 52",32005,988385500.0,988385551.0,869.0,ENTIDADES PÚBLICAS,SERVICIO GALLEGO DE SALUD-SERGAS,GENERAL,,NO,SI,42.3258516,-7.860444970248869
320028,HOSPITAL UNIVERSITARIO CRISTAL,GALICIA,OURENSE,Ourense,"RAMON PUGA, 52",32005,988385500.0,988385551.0,0.0,ENTIDADES PÚBLICAS,SERVICIO GALLEGO DE SALUD-SERGAS,GENERAL,,NO,SI,,
320052,HOSPITAL SANTA MARIA NAI,GALICIA,OURENSE,Ourense,"RAMON PUGA, 52",32005,988385500.0,988385551.0,0.0,ENTIDADES PÚBLICAS,SERVICIO GALLEGO DE SALUD-SERGAS,GENERAL,,NO,SI,42.326554900000005,-7.859673728712561
320087,CENTRO MEDICO EL CARMEN,GALICIA,OURENSE,Ourense,"HABANA (DE LA), 50",32003,988223400.0,988241300.0,43.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,36.7809487,-4.1059629
330061,CENTRO MÉDICO DE ASTURIAS,PPDO. DE ASTURIAS,ASTURIAS,Oviedo,AVDA. RICHARD GRANDÍO S/N,33193,985250300.0,985238433.0,105.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,43.34193625,-5.874346443123288
330077,CLÍNICA ASTURIAS,PPDO. DE ASTURIAS,ASTURIAS,Oviedo,"NARANJO DE BULNES, 4 Y 6",33012,985286000.0,985289954.0,46.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,43.3678234,-5.8562017490518485
330096,CLÍNICA SAN RAFAEL,PPDO. DE ASTURIAS,ASTURIAS,Oviedo,LA ESTRECHA 33  LA CORREDORIA,33011,985282526.0,985290284.0,36.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,NO,NO,36.53315585,-6.302035775812517
330292,HOSPITAL UNIVERSITARIO CENTRAL DE ASTURIAS,PPDO. DE ASTURIAS,ASTURIAS,Oviedo,"AVDA. ROMA, S/N  LA CORREDORIA",33011,985108000.0,985108703.0,991.0,ENTIDADES PÚBLICAS,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS-SESPA,GENERAL,,NO,SI,43.37598885,-5.82928089365817
330343,CLÍNICA CIRUGÍA PLÁSTICA Y ESTÉTICA FERNÁNDEZ Y FERNÁNDEZ COSSÍO,PPDO. DE ASTURIAS,ASTURIAS,Oviedo,"BIMENES,18",33006,985220244.0,,3.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,QUIRÚRGICO,,NO,NO,,
330045,HOSPITAL MONTE NARANCO,PPDO. DE ASTURIAS,ASTURIAS,Oviedo,"AVDA. DRES. FERNÁNDEZ-VEGA, 107",33012,985106900.0,985106911.0,194.0,COMUNIDAD AUTÓNOMA,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS-SESPA,GENERAL,,NO,SI,43.3701561,-5.873005763217706
330376,INSTITUTO OFTALMOLÓGICO FERNÁNDEZ -VEGA,PPDO. DE ASTURIAS,ASTURIAS,Oviedo,"AVDA. DOCTORES FERNÁNDEZ-VEGA, 34",33012,985241512.0,985231254.0,13.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,OFTÁLMICO U ORL,,NO,NO,,
340063,COMPLEJO ASISTENCIAL UNIVERSITARIO DE PALENCIA,CASTILLA Y LEÓN,PALENCIA,Palencia,"AV. DONANTES DE SANGRE, S/N",34005,979167000.0,979167014.0,495.0,ENTIDADES PÚBLICAS,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,SI,,
340053,HOSPITAL RECOLETAS DE PALENCIA,CASTILLA Y LEÓN,PALENCIA,Palencia,"AV. SIMÓN NIETO, 31-34",34005,979747700.0,979703329.0,44.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
340040,ÁREA PSIQUIÁTRICA DEL CENTRO ASISTENCIAL SAN JUAN DE DIOS,CASTILLA Y LEÓN,PALENCIA,Palencia,"PS. PADRE FAUSTINO CALVO, 46",34005,979742300.0,979742890.0,97.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIÁTRICO,,SI,NO,,
340035,HOSPITAL PSIQUIATRICO SAN LUIS,CASTILLA Y LEÓN,PALENCIA,Palencia,"CTRA. DE BURGOS, S/N",34004,979165324.0,979165443.0,206.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIÁTRICO,,NO,NO,41.99361155,-4.506501179765371
340029,HOSPITAL SAN TELMO,CASTILLA Y LEÓN,PALENCIA,Palencia,"AV. SAN TELMO, S/N",34004,979167000.0,979167014.0,0.0,DIPUTACIÓN O CABILDO,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,SI,41.9972544,-4.518894338985511
340014,HOSPITAL RIO CARRIÓN,CASTILLA Y LEÓN,PALENCIA,Palencia,"AV. DONANTES DE SANGRE, S/N",34005,979167000.0,979167014.0,0.0,SEGURIDAD SOCIAL,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,SI,42.000819,-4.539802900320144
70048,HOSPITAL GENERAL DE MALLORCA,ILLES BALEARS,ILLES BALEARS,Palma de Mallorca,"PZA DEL HOSPITAL, 3",7012,871205000.0,971212383.0,100.0,DIPUTACIÓN O CABILDO,COMUNIDAD AUTÓNOMA,GERIATRÍA Y/O LARGA ESTANCIA,,SI,NO,39.57414235,2.6464275423048758
70434,CLÍNICA LUZ DE PALMA,ILLES BALEARS,ILLES BALEARS,Palma de Mallorca,"C/CAMILO JOSÉ CELA, 20",7014,971599167.0,,38.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
70051,HOSPITAL PSIQUIÀTRIC,ILLES BALEARS,ILLES BALEARS,Palma de Mallorca,"CAMÍ DE JESÚS, 40",7010,871205000.0,971212383.0,168.0,DIPUTACIÓN O CABILDO,COMUNIDAD AUTÓNOMA,PSIQUIÁTRICO,,SI,NO,39.58452835,2.643167766932394
70064,CLÍNICA MUTUA BALEAR,ILLES BALEARS,ILLES BALEARS,Palma de Mallorca,"BISBE CAMPINS, 4",7012,971213400.0,971715858.0,40.0,MATEP,MATEP,TRAUMATOLOGÍA Y/O REHABILITACIÓN,,SI,SI,39.6075815,2.6623890499999994
70070,HOSPITAL DE LA CRUZ ROJA ESPAÑOLA,ILLES BALEARS,ILLES BALEARS,Palma de Mallorca,"PONS Y GALLARZA, 90",7004,971751445.0,971761101.0,73.0,PRIVADO-BENÉFICO (CRUZ ROJA),PRIVADO-BENÉFICO (CRUZ ROJA),MÉDICO-QUIRÚRGICO,,SI,NO,38.36110825,-0.4918308733885922
70086,HOSPITAL SANT JOAN DE DEU,ILLES BALEARS,ILLES BALEARS,Palma de Mallorca,"SANT JOAN DE DÉU, 7",7007,971265854.0,971269308.0,200.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),MÉDICO-QUIRÚRGICO,,SI,NO,41.3843547,2.1019053154910337
70099,CLÍNICA ROTGER,ILLES BALEARS,ILLES BALEARS,Palma de Mallorca,"SANTIAGO RUSIÑOL, 9",7012,971448500.0,971722704.0,186.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,39.5754825,2.646900992186171
70110,CLINICA JUANEDA,ILLES BALEARS,ILLES BALEARS,Palma de Mallorca,"COMPANY, 30",7014,971221257.0,971221297.0,196.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,39.5773719,2.6271314034578044
